Time [s],Packet,Type,Identifier,Control,Data,CRC,ACK
1.105380500000000,5871,DATA,0x090,0x4,0x66 0xCC 0x66 0xCC,0x5148,ACK
1.106695000000000,5872,DATA,0x090,0x8,0x55 0xAA 0x55 0xAA 0x01 0x10 0x0E 0x00,0x677F,ACK
1.106811250000000,5873,DATA,0x090,0x8,0x00 0x00 0x00 0x00 0x63 0x00 0x00 0x00,0x24C8,ACK
1.106935500000000,5874,DATA,0x090,0x6,0x36 0x00 0x00 0x00 0xBD 0x05,0x1038,ACK
1.107045750000000,5875,DATA,0x090,0x4,0x66 0xCC 0x66 0xCC,0x5148,ACK
1.108378250000000,5876,DATA,0x090,0x8,0x55 0xAA 0x55 0xAA 0x01 0x10 0x0E 0x00,0x677F,ACK
1.108494500000000,5877,DATA,0x090,0x8,0x02 0x00 0x00 0x00 0x65 0x00 0x00 0x00,0x0921,ACK
1.108617750000000,5878,DATA,0x090,0x6,0x37 0x00 0x00 0x00 0xBE 0x05,0x07E7,ACK
1.108728000000000,5879,DATA,0x090,0x4,0x66 0xCC 0x66 0xCC,0x5148,ACK
1.110039500000000,5880,DATA,0x090,0x8,0x55 0xAA 0x55 0xAA 0x01 0x10 0x0E 0x00,0x677F,ACK
1.110155750000000,5881,DATA,0x090,0x8,0x08 0x00 0x00 0x00 0x6A 0x00 0x00 0x00,0x2CBF,ACK
1.110279875000000,5882,DATA,0x090,0x6,0x3B 0x00 0x00 0x00 0xBF 0x05,0x0F88,ACK
1.110383125000000,5883,DATA,0x118,0x8,0x55 0xAA 0x55 0xAA 0x04 0x10 0x06 0x00,0x7106,ACK
1.110500250000000,5884,DATA,0x090,0x4,0x66 0xCC 0x66 0xCC,0x5148,ACK
1.110580250000000,5885,DATA,0x118,0x6,0x16 0x00 0x83 0x00 0x0B 0x01,0x50EC,ACK
1.110700500000000,5886,DATA,0x118,0x4,0x66 0xCC 0x66 0xCC,0x5CF6,ACK
1.111559875000000,5887,DATA,0x090,0x8,0x55 0xAA 0x55 0xAA 0x02 0x10 0x78 0x00,0x113D,ACK
1.111677125000000,5888,DATA,0x090,0x8,0x18 0x10 0xD9 0x5C 0xEF 0x2F 0xC3 0x3F,0x5A2A,ACK
1.111793375000000,5889,DATA,0x090,0x8,0x2F 0xF5 0xA3 0x01 0xA4 0x0A 0xED 0x3F,0x194C,ACK
1.111917500000000,5890,DATA,0x090,0x8,0x96 0x83 0x0E 0x43 0x7E 0xD9 0x8D 0x3B,0x46C7,ACK
1.112031750000000,5891,DATA,0x090,0x8,0x5E 0x69 0xB9 0x3C 0x1E 0x77 0x81 0xBF,0x0341,ACK
1.112150000000000,5892,DATA,0x090,0x8,0x4D 0xA4 0x80 0xBA 0xC9 0x91 0x8E 0x3C,0x3C91,ACK
1.112270250000000,5893,DATA,0x090,0x8,0x18 0xC1 0x5A 0x3C 0x2E 0x76 0x74 0x43,0x658B,ACK
1.112384500000000,5894,DATA,0x090,0x8,0x2B 0xA9 0x55 0x3F 0x2C 0xEB 0xC0 0xBB,0x6C90,ACK
1.112499750000000,5895,DATA,0x090,0x8,0x0F 0x5F 0x0B 0x3C 0x53 0xFD 0x0C 0xBF,0x7736,ACK
1.112623875000000,5896,DATA,0x090,0x8,0x10 0x50 0x7E 0x3C 0x4F 0xBF 0x32 0x3D,0x3F82,ACK
1.112744125000000,5897,DATA,0x090,0x8,0xF8 0x8B 0x64 0x3C 0x00 0x00 0x00 0x00,0x0CEF,ACK
1.112864375000000,5898,DATA,0x090,0x8,0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00,0x12C7,ACK
1.112996625000000,5899,DATA,0x090,0x8,0x79 0x4B 0x01 0x2C 0x22 0xD1 0xE7 0x31,0x78AE,ACK
1.113110875000000,5900,DATA,0x090,0x8,0x6F 0x66 0x31 0x2E 0xCE 0x00 0x9B 0x01,0x1024,ACK
1.113226125000000,5901,DATA,0x090,0x8,0x7B 0x04 0x34 0x00 0x34 0x00 0x25 0x00,0x4D13,ACK
1.113351250000000,5902,DATA,0x090,0x8,0x00 0x00 0x00 0x00 0x00 0x00 0xF6 0x00,0x7F87,ACK
1.113475500000000,5903,DATA,0x090,0x8,0x66 0xCC 0x66 0xCC 0x55 0xAA 0x55 0xAA,0x03E5,ACK
1.113589750000000,5904,DATA,0x090,0x8,0x01 0x10 0x0E 0x00 0x0A 0x00 0x00 0x00,0x3F3C,ACK
1.113720000000000,5905,DATA,0x090,0x8,0x6D 0x00 0x00 0x00 0x3D 0x00 0x00 0x00,0x729E,ACK
1.113841250000000,5906,DATA,0x090,0x8,0xC0 0x05 0x66 0xCC 0x66 0xCC 0x55 0xAA,0x30BC,ACK
1.113955500000000,5907,DATA,0x090,0x8,0x55 0xAA 0x01 0x10 0x0E 0x00 0x0A 0x00,0x125C,ACK
1.114080750000000,5908,DATA,0x090,0x8,0x00 0x00 0x72 0x00 0x00 0x00 0x3F 0x00,0x097C,ACK
1.114205875000000,5909,DATA,0x090,0x8,0x00 0x00 0xC1 0x05 0x66 0xCC 0x66 0xCC,0x5746,ACK
1.114454125000000,5910,DATA,0x108,0x8,0x55 0xAA 0x55 0xAA 0x09 0x10 0xB8 0x00,0x5AD4,ACK
1.114569375000000,5911,DATA,0x108,0x8,0x44 0x4A 0x49 0x01 0x18 0x42 0x18 0x42,0x2D17,ACK
1.114682625000000,5912,DATA,0x108,0x8,0x18 0x42 0x18 0x42 0x00 0x00 0x00 0x00,0x6D74,ACK
1.114810875000000,5913,DATA,0x108,0x8,0x00 0x00 0x64 0x00 0x00 0x00 0x00 0x00,0x2E47,ACK
1.114935125000000,5914,DATA,0x108,0x8,0x17 0xFC 0xE9 0x03 0xE9 0x03 0x00 0x00,0x73CC,ACK
1.115055375000000,5915,DATA,0x108,0x8,0xEB 0x01 0xE9 0x03 0x17 0xFC 0x17 0xFC,0x2B37,ACK
1.115179625000000,5916,DATA,0x090,0x8,0x55 0xAA 0x55 0xAA 0x01 0x10 0x0E 0x00,0x677F,ACK
1.115295750000000,5917,DATA,0x090,0x8,0x09 0x00 0x00 0x00 0x74 0x00 0x00 0x00,0x6B74,ACK
1.115419000000000,5918,DATA,0x090,0x8,0x40 0x00 0x00 0x00 0xC2 0x05 0x66 0xCC,0x4867,ACK
1.115544250000000,5919,DATA,0x090,0x2,0x66 0xCC,0x1021,ACK
1.115609500000000,5920,DATA,0x108,0x8,0xE9 0x03 0xE9 0x03 0x00 0x00 0x00 0x00,0x4FEE,ACK
1.115731750000000,5921,DATA,0x108,0x8,0x40 0x04 0x00 0x00 0x00 0x00 0x33 0x02,0x4B6C,ACK
1.115863000000000,5922,DATA,0x108,0x8,0x00 0x00 0x00 0x00 0x00 0x00 0xF3 0x8F,0x1ECC,ACK
1.115985125000000,5923,DATA,0x108,0x8,0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00,0x6C70,ACK
1.116110375000000,5924,DATA,0x108,0x8,0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00,0x6C70,ACK
1.116244625000000,5925,DATA,0x108,0x8,0x00 0x00 0x00 0x00 0x7B 0x00 0x00 0x00,0x0C94,ACK
1.116368875000000,5926,DATA,0x108,0x8,0x75 0xAF 0x07 0x3E 0x81 0x32 0x2F 0x41,0x503C,ACK
1.116486125000000,5927,DATA,0x108,0x8,0x00 0x40 0x0D 0xC4 0x06 0x00 0x00 0x00,0x71C6,ACK
1.116617375000000,5928,DATA,0x108,0x8,0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00,0x6C70,ACK
1.116742500000000,5929,DATA,0x108,0x8,0x00 0x00 0x00 0x00 0x0A 0xFA 0x00 0x00,0x7D0B,ACK
1.116866750000000,5930,DATA,0x108,0x8,0x5F 0x00 0x00 0x00 0x00 0x00 0x00 0x00,0x47B3,ACK
1.116998000000000,5931,DATA,0x090,0x8,0x55 0xAA 0x55 0xAA 0x01 0x10 0x0E 0x00,0x677F,ACK
1.117114250000000,5932,DATA,0x090,0x8,0x07 0x00 0x00 0x00 0x76 0x00 0x00 0x00,0x0BC0,ACK
1.117238500000000,5933,DATA,0x090,0x8,0x3F 0x00 0x00 0x00 0xC3 0x05 0x66 0xCC,0x2B9D,ACK
1.117363750000000,5934,DATA,0x090,0x2,0x66 0xCC,0x1021,ACK
1.117428875000000,5935,DATA,0x108,0x8,0x6A 0x30 0x26 0x10 0x29 0x10 0x29 0x10,0x2D32,ACK
1.117545125000000,5936,DATA,0x108,0x8,0x7E 0x30 0x2E 0x76 0x74 0x43 0xB0 0x57,0x32E8,ACK
1.117669375000000,5937,DATA,0x108,0x8,0x75 0x43 0x00 0x00 0x00 0x00 0x00 0x00,0x149B,ACK
1.117791625000000,5938,DATA,0x108,0x8,0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00,0x6C70,ACK
1.117916875000000,5939,DATA,0x108,0x8,0x00 0x00 0x00 0x00 0xF0 0xBF 0xFF 0xFF,0x5C27,ACK
1.118051125000000,5940,DATA,0x108,0x8,0xFF 0xFF 0x00 0x00 0x00 0x00 0x00 0x00,0x5895,ACK
1.118175375000000,5941,DATA,0x108,0x8,0x00 0x00 0x00 0x0A 0x78 0x78 0x00 0x00,0x38EE,ACK
1.118297500000000,5942,DATA,0x108,0x4,0x66 0xCC 0x66 0xCC,0x680F,ACK
1.118418750000000,5943,DATA,0x090,0x8,0x55 0xAA 0x55 0xAA 0x01 0x10 0x0E 0x00,0x677F,ACK
1.118535000000000,5944,DATA,0x090,0x8,0x04 0x00 0x00 0x00 0x79 0x00 0x00 0x00,0x5DB8,ACK
1.118657250000000,5945,DATA,0x090,0x6,0x3E 0x00 0x00 0x00 0xC4 0x05,0x5FB4,ACK
1.118768500000000,5946,DATA,0x090,0x4,0x66 0xCC 0x66 0xCC,0x5148,ACK
1.120046000000000,5947,DATA,0x090,0x8,0x55 0xAA 0x55 0xAA 0x01 0x10 0x0E 0x00,0x677F,ACK
1.120162250000000,5948,DATA,0x090,0x8,0x03 0x00 0x00 0x00 0x7A 0x00 0x00 0x00,0x5012,ACK
1.120287500000000,5949,DATA,0x090,0x6,0x3E 0x00 0x00 0x00 0xC5 0x05,0x1B92,ACK
1.120410625000000,5950,DATA,0x090,0x4,0x66 0xCC 0x66 0xCC,0x5148,ACK
1.121533125000000,5951,DATA,0x090,0x8,0x55 0xAA 0x55 0xAA 0x02 0x10 0x78 0x00,0x113D,ACK
1.121650375000000,5952,DATA,0x090,0x8,0x18 0x10 0xD9 0x5C 0xEF 0x2F 0xC3 0x3F,0x5A2A,ACK
1.121766625000000,5953,DATA,0x090,0x8,0x2F 0xF5 0xA3 0x01 0xA4 0x0A 0xED 0x3F,0x194C,ACK
1.121890875000000,5954,DATA,0x090,0x8,0x96 0x83 0x0E 0x43 0xF4 0x05 0x2C 0x3B,0x19A6,ACK
1.122006125000000,5955,DATA,0x090,0x8,0x21 0x46 0xB9 0x3C 0x47 0x63 0x81 0xBF,0x6084,ACK
1.122122375000000,5956,DATA,0x090,0x8,0x66 0x05 0x14 0x3A 0x49 0xE3 0x98 0x3C,0x3666,ACK
1.122244500000000,5957,DATA,0x090,0x8,0x68 0x13 0x31 0x3C 0x2C 0x7F 0x74 0x43,0x3212,ACK
1.122358750000000,5958,DATA,0x090,0x8,0x4C 0xAB 0x55 0x3F 0x99 0x4D 0xBF 0xBB,0x61D3,ACK
1.122473000000000,5959,DATA,0x090,0x8,0x98 0x9E 0x0C 0x3C 0x0E 0xFA 0x0C 0xBF,0x23B8,ACK
1.122597250000000,5960,DATA,0x090,0x8,0x10 0x76 0x06 0x3C 0x89 0x17 0x78 0x3D,0x32AA,ACK
1.122714500000000,5961,DATA,0x090,0x8,0xFC 0xF5 0xA3 0x3C 0x00 0x00 0x00 0x00,0x30EF,ACK
1.122834750000000,5962,DATA,0x090,0x8,0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00,0x12C7,ACK
1.122966875000000,5963,DATA,0x090,0x8,0x79 0x4B 0x01 0x2C 0x22 0xD1 0xE7 0x31,0x78AE,ACK
1.123081125000000,5964,DATA,0x090,0x8,0x6F 0x66 0x31 0x2E 0xCE 0x00 0x9E 0x01,0x0A31,ACK
1.123195375000000,5965,DATA,0x090,0x8,0x71 0x04 0x34 0x00 0x34 0x00 0x25 0x00,0x023C,ACK
1.123321625000000,5966,DATA,0x090,0x8,0x00 0x00 0x00 0x00 0x00 0x00 0xF7 0x00,0x3BA1,ACK
1.123444875000000,5967,DATA,0x090,0x8,0x66 0xCC 0x66 0xCC 0x55 0xAA 0x55 0xAA,0x03E5,ACK
1.123559125000000,5968,DATA,0x090,0x8,0x01 0x10 0x0E 0x00 0x02 0x00 0x00 0x00,0x0D65,ACK
1.123689250000000,5969,DATA,0x090,0x8,0x7A 0x00 0x00 0x00 0x3D 0x00 0x00 0x00,0x1590,ACK
1.123811500000000,5970,DATA,0x090,0x8,0xC6 0x05 0x66 0xCC 0x66 0xCC 0x55 0xAA,0x492E,ACK
1.123924750000000,5971,DATA,0x090,0x8,0x55 0xAA 0x01 0x10 0x0E 0x00 0x01 0x00,0x6250,ACK
1.124050000000000,5972,DATA,0x090,0x8,0x00 0x00 0x79 0x00 0x00 0x00 0x3E 0x00,0x5BD7,ACK
1.124175250000000,5973,DATA,0x090,0x8,0x00 0x00 0xC7 0x05 0x66 0xCC 0x66 0xCC,0x13AE,ACK
1.125032625000000,5974,DATA,0x090,0x8,0x55 0xAA 0x55 0xAA 0x01 0x10 0x0E 0x00,0x677F,ACK
1.125148875000000,5975,DATA,0x090,0x8,0x00 0x00 0x00 0x00 0x76 0x00 0x00 0x00,0x2562,ACK
1.125273125000000,5976,DATA,0x090,0x6,0x40 0x00 0x00 0x00 0xC8 0x05,0x5B1C,ACK
1.125383375000000,5977,DATA,0x090,0x4,0x66 0xCC 0x66 0xCC,0x5148,ACK
1.126698875000000,5978,DATA,0x090,0x8,0x55 0xAA 0x55 0xAA 0x01 0x10 0x0E 0x00,0x677F,ACK
1.126815125000000,5979,DATA,0x090,0x8,0x00 0x00 0x00 0x00 0x6E 0x00 0x00 0x00,0x7389,ACK
1.126939375000000,5980,DATA,0x090,0x6,0x46 0x00 0x00 0x00 0xC9 0x05,0x5BD2,ACK
1.127048500000000,5981,DATA,0x090,0x4,0x66 0xCC 0x66 0xCC,0x5148,ACK
1.128382125000000,5982,DATA,0x090,0x8,0x55 0xAA 0x55 0xAA 0x01 0x10 0x0E 0x00,0x677F,ACK
1.128498375000000,5983,DATA,0x090,0x8,0xFF 0xFF 0xFF 0xFF 0x6A 0x00 0x00 0x00,0x33FB,ACK
1.128622500000000,5984,DATA,0x090,0x6,0x49 0x00 0x00 0x00 0xCA 0x05,0x3C1C,ACK
1.128732750000000,5985,DATA,0x090,0x4,0x66 0xCC 0x66 0xCC,0x5148,ACK
1.130048375000000,5986,DATA,0x090,0x8,0x55 0xAA 0x55 0xAA 0x01 0x10 0x0E 0x00,0x677F,ACK
1.130164500000000,5987,DATA,0x090,0x8,0xFE 0xFF 0xFF 0xFF 0x68 0x00 0x00 0x00,0x593B,ACK
1.130286750000000,5988,DATA,0x090,0x6,0x4C 0x00 0x00 0x00 0xCB 0x05,0x1EA6,ACK
1.130389000000000,5989,DATA,0x7F8,0x8,0x55 0xAA 0x55 0xAA 0x03 0x10 0x3A 0x00,0x57D0,ACK
1.130506250000000,5990,DATA,0x090,0x4,0x66 0xCC 0x66 0xCC,0x5148,ACK
1.130586500000000,5991,DATA,0x7F8,0x8,0x63 0xC6 0x62 0x20 0x74 0x86 0x1E 0x05,0x11CC,ACK
1.130725750000000,5992,DATA,0x7F8,0x8,0x15 0x60 0xFE 0x1E 0xB2 0x2C 0x02 0x00,0x2786,ACK
1.130844875000000,5993,DATA,0x7F8,0x8,0x54 0x3B 0x2C 0x00 0xCE 0x46 0x1F 0x00,0x6D72,ACK
1.130984125000000,5994,DATA,0x118,0x8,0x55 0xAA 0x55 0xAA 0x04 0x10 0x06 0x00,0x7106,ACK
1.131101375000000,5995,DATA,0x118,0x8,0x17 0x00 0x83 0x00 0x0B 0x01 0x66 0xCC,0x7BA1,ACK
1.131237625000000,5996,DATA,0x118,0x2,0x66 0xCC,0x41CF,ACK
1.131302875000000,5997,DATA,0x7F8,0x8,0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00,0x1B02,ACK
1.131454125000000,5998,DATA,0x7F8,0x8,0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00,0x1B02,ACK
1.131581375000000,5999,DATA,0x7F8,0x8,0x0F 0x27 0x0F 0x27 0x0F 0x27 0x0F 0x27,0x312E,ACK
1.131695500000000,6000,DATA,0x090,0x8,0x55 0xAA 0x55 0xAA 0x02 0x10 0x78 0x00,0x113D,ACK
1.131812750000000,6001,DATA,0x090,0x8,0x18 0x10 0xD9 0x5C 0xEF 0x2F 0xC3 0x3F,0x5A2A,ACK
1.131929000000000,6002,DATA,0x090,0x8,0x2F 0xF5 0xA3 0x01 0xA4 0x0A 0xED 0x3F,0x194C,ACK
1.132046250000000,6003,DATA,0x7F8,0x8,0x00 0x00 0x00 0x00 0x5C 0x00 0x00 0x00,0x2FF3,ACK
1.132172500000000,6004,DATA,0x090,0x8,0x96 0x83 0x0E 0x43 0x48 0x90 0xEE 0x3A,0x70CE,ACK
1.132285625000000,6005,DATA,0x090,0x8,0x82 0x4D 0xAE 0x3C 0x32 0x6D 0x81 0xBF,0x3A49,ACK
1.132400875000000,6006,DATA,0x090,0x8,0x46 0x8A 0x1B 0x3A 0x19 0xE4 0xA4 0x3C,0x5661,ACK
1.132513125000000,6007,DATA,0x7F8,0x8,0x06 0x00 0x66 0xCC 0x66 0xCC 0x55 0xAA,0x19D8,ACK
1.132629375000000,6008,DATA,0x090,0x8,0x70 0x8C 0x39 0x3C 0x2C 0x7F 0x74 0x43,0x28F3,ACK
1.132742625000000,6009,DATA,0x090,0x8,0x3D 0xAD 0x55 0x3F 0x59 0x75 0xBD 0xBB,0x6E62,ACK
1.132857875000000,6010,DATA,0x090,0x8,0xC2 0xEC 0x0D 0x3C 0x11 0xF7 0x0C 0xBF,0x0606,ACK
1.132975000000000,6011,DATA,0x7F8,0x8,0x55 0xAA 0x21 0x09 0x0C 0x00 0x00 0x00,0x18BA,ACK
1.133093250000000,6012,DATA,0x090,0x8,0xC0 0xA8 0xFC 0xBB 0xCF 0x04 0x84 0x3D,0x626E,ACK
1.133208500000000,6013,DATA,0x090,0x8,0xFC 0x5D 0x8E 0x3C 0x00 0x00 0x00 0x00,0x35FC,ACK
1.133329750000000,6014,DATA,0x090,0x8,0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00,0x12C7,ACK
1.133455000000000,6015,DATA,0x7F8,0x8,0x00 0x00 0x06 0x01 0x00 0x06 0x02 0x01,0x5E9D,ACK
1.133577250000000,6016,DATA,0x090,0x8,0x79 0x4B 0x01 0x2C 0x22 0xD1 0xE7 0x31,0x78AE,ACK
1.133691375000000,6017,DATA,0x090,0x8,0x6F 0x66 0x31 0x2E 0xCE 0x00 0x9E 0x01,0x0A31,ACK
1.133805625000000,6018,DATA,0x090,0x8,0x71 0x04 0x34 0x00 0x34 0x00 0x25 0x00,0x023C,ACK
1.133924875000000,6019,DATA,0x7F8,0x6,0x01 0x06 0x66 0xCC 0x66 0xCC,0x0F25,ACK
1.134026125000000,6020,DATA,0x090,0x8,0x00 0x00 0x00 0x00 0x00 0x00 0xF8 0x00,0x159E,ACK
1.134151375000000,6021,DATA,0x090,0x8,0x66 0xCC 0x66 0xCC 0x55 0xAA 0x55 0xAA,0x03E5,ACK
1.134265625000000,6022,DATA,0x090,0x8,0x01 0x10 0x0E 0x00 0xFC 0xFF 0xFF 0xFF,0x4EC5,ACK
1.134394750000000,6023,DATA,0x090,0x8,0x68 0x00 0x00 0x00 0x4F 0x00 0x00 0x00,0x7B80,ACK
1.134517000000000,6024,DATA,0x090,0x8,0xCC 0x05 0x66 0xCC 0x66 0xCC 0x55 0xAA,0x0601,ACK
1.134632250000000,6025,DATA,0x090,0x8,0x55 0xAA 0x01 0x10 0x0E 0x00 0xFA 0xFF,0x6C6F,ACK
1.134757500000000,6026,DATA,0x090,0x8,0xFF 0xFF 0x6B 0x00 0x00 0x00 0x50 0x00,0x204A,ACK
1.134880750000000,6027,DATA,0x090,0x8,0x00 0x00 0xCD 0x05 0x66 0xCC 0x66 0xCC,0x1B0F,ACK
1.134997000000000,6028,DATA,0x108,0x8,0x55 0xAA 0x55 0xAA 0x09 0x10 0xB8 0x00,0x5AD4,ACK
1.135119250000000,6029,DATA,0x090,0x8,0x55 0xAA 0x55 0xAA 0x01 0x10 0x0E 0x00,0x677F,ACK
1.135235375000000,6030,DATA,0x090,0x8,0xF8 0xFF 0xFF 0xFF 0x73 0x00 0x00 0x00,0x554A,ACK
1.135356625000000,6031,DATA,0x090,0x8,0x50 0x00 0x00 0x00 0xCE 0x05 0x66 0xCC,0x4872,ACK
1.135480875000000,6032,DATA,0x090,0x2,0x66 0xCC,0x1021,ACK
1.135546125000000,6033,DATA,0x108,0x8,0x44 0x4A 0x49 0x01 0x18 0x42 0x18 0x42,0x2D17,ACK
1.135659375000000,6034,DATA,0x108,0x8,0x18 0x42 0x18 0x42 0x00 0x00 0x00 0x00,0x6D74,ACK
1.135787500000000,6035,DATA,0x108,0x8,0x00 0x00 0x64 0x00 0x00 0x00 0x00 0x00,0x2E47,ACK
1.135911750000000,6036,DATA,0x108,0x8,0x17 0xFC 0xE9 0x03 0xE9 0x03 0x00 0x00,0x73CC,ACK
1.136032000000000,6037,DATA,0x108,0x8,0xEB 0x01 0xE9 0x03 0x17 0xFC 0x17 0xFC,0x2B37,ACK
1.136158250000000,6038,DATA,0x108,0x8,0xE9 0x03 0xE9 0x03 0x00 0x00 0x00 0x00,0x4FEE,ACK
1.136280500000000,6039,DATA,0x108,0x8,0x40 0x04 0x00 0x00 0x00 0x00 0x34 0x02,0x1CAC,ACK
1.136402750000000,6040,DATA,0x108,0x8,0x00 0x00 0x00 0x00 0x00 0x00 0xF3 0x8F,0x1ECC,ACK
1.136534000000000,6041,DATA,0x108,0x8,0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00,0x6C70,ACK
1.136659125000000,6042,DATA,0x108,0x8,0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00,0x6C70,ACK
1.136784375000000,6043,DATA,0x108,0x8,0x00 0x00 0x00 0x00 0x7C 0x00 0x00 0x00,0x547C,ACK
1.136917625000000,6044,DATA,0x090,0x8,0x55 0xAA 0x55 0xAA 0x01 0x10 0x0E 0x00,0x677F,ACK
1.137033875000000,6045,DATA,0x090,0x8,0xF8 0xFF 0xFF 0xFF 0x76 0x00 0x00 0x00,0x3052,ACK
1.137157125000000,6046,DATA,0x090,0x8,0x50 0x00 0x00 0x00 0xCF 0x05 0x66 0xCC,0x568A,ACK
1.137281375000000,6047,DATA,0x090,0x2,0x66 0xCC,0x1021,ACK
1.137346500000000,6048,DATA,0x108,0x8,0xBF 0x0E 0xA4 0xBE 0x14 0x85 0x37 0x41,0x5BC2,ACK
1.137462750000000,6049,DATA,0x108,0x8,0x00 0x40 0x0D 0xC4 0x06 0x00 0x00 0x00,0x71C6,ACK
1.137594000000000,6050,DATA,0x108,0x8,0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00,0x6C70,ACK
1.137719250000000,6051,DATA,0x108,0x8,0x00 0x00 0x00 0x00 0x0A 0xFA 0x00 0x00,0x7D0B,ACK
1.137843500000000,6052,DATA,0x108,0x8,0x5F 0x00 0x00 0x00 0x00 0x00 0x00 0x00,0x47B3,ACK
1.137976750000000,6053,DATA,0x108,0x8,0x6A 0x30 0x26 0x10 0x29 0x10 0x29 0x10,0x2D32,ACK
1.138093000000000,6054,DATA,0x108,0x8,0x7F 0x30 0x2C 0x7F 0x74 0x43 0xB0 0x57,0x174C,ACK
1.138209125000000,6055,DATA,0x108,0x8,0x75 0x43 0x00 0x00 0x00 0x00 0x00 0x00,0x149B,ACK
1.138340375000000,6056,DATA,0x108,0x8,0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00,0x6C70,ACK
1.138465625000000,6057,DATA,0x108,0x8,0x00 0x00 0x00 0x00 0xF0 0xBF 0xFF 0xFF,0x5C27,ACK
1.138590875000000,6058,DATA,0x108,0x8,0xFF 0xFF 0x00 0x00 0x00 0x00 0x00 0x00,0x5895,ACK
1.138722125000000,6059,DATA,0x090,0x8,0x55 0xAA 0x55 0xAA 0x01 0x10 0x0E 0x00,0x677F,ACK
1.138838375000000,6060,DATA,0x090,0x8,0xF8 0xFF 0xFF 0xFF 0x78 0x00 0x00 0x00,0x441B,ACK
1.138961500000000,6061,DATA,0x090,0x8,0x50 0x00 0x00 0x00 0xD0 0x05 0x66 0xCC,0x5889,ACK
1.139091750000000,6062,DATA,0x090,0x2,0x66 0xCC,0x1021,ACK
1.139157000000000,6063,DATA,0x108,0x8,0x00 0x00 0x00 0x0A 0x78 0x78 0x00 0x00,0x38EE,ACK
1.139279250000000,6064,DATA,0x108,0x4,0x66 0xCC 0x66 0xCC,0x680F,ACK
1.140036625000000,6065,DATA,0x090,0x8,0x55 0xAA 0x55 0xAA 0x01 0x10 0x0E 0x00,0x677F,ACK
1.140152875000000,6066,DATA,0x090,0x8,0xF8 0xFF 0xFF 0xFF 0x78 0x00 0x00 0x00,0x441B,ACK
1.140276125000000,6067,DATA,0x090,0x6,0x4F 0x00 0x00 0x00 0xD1 0x05,0x3E9F,ACK
1.140388375000000,6068,DATA,0x090,0x4,0x66 0xCC 0x66 0xCC,0x5148,ACK
1.142511000000000,6069,DATA,0x090,0x8,0x55 0xAA 0x55 0xAA 0x02 0x10 0x78 0x00,0x113D,ACK
1.142628250000000,6070,DATA,0x090,0x8,0x18 0x10 0xD9 0x5C 0xEF 0x2F 0xC3 0x3F,0x5A2A,ACK
1.142744500000000,6071,DATA,0x090,0x8,0x2F 0xF5 0xA3 0x01 0xA4 0x0A 0xED 0x3F,0x194C,ACK
1.142886750000000,6072,DATA,0x090,0x8,0x96 0x83 0x0E 0x43 0x5C 0x53 0x1A 0x3B,0x57F7,ACK
1.143001000000000,6073,DATA,0x090,0x8,0x53 0x5C 0xAC 0x3C 0x98 0x66 0x81 0xBF,0x2063,ACK
1.143116250000000,6074,DATA,0x090,0x8,0x1A 0x19 0x07 0xBA 0x5D 0x32 0xA3 0x3C,0x2ACF,ACK
1.143238500000000,6075,DATA,0x090,0x8,0x78 0x2D 0x50 0x3C 0xC2 0x73 0x74 0x43,0x01FD,ACK
1.143354625000000,6076,DATA,0x090,0x8,0x58 0xAF 0x55 0x3F 0x59 0xAE 0xBB 0xBB,0x4267,ACK
1.143467875000000,6077,DATA,0x090,0x8,0x76 0x5A 0x0F 0x3C 0xD1 0xF3 0x0C 0xBF,0x1C1B,ACK
1.143592125000000,6078,DATA,0x090,0x8,0x90 0xB2 0x0B 0xBC 0xEF 0x27 0x78 0x3D,0x253F,ACK
1.143708375000000,6079,DATA,0x090,0x8,0x8C 0xA3 0x9E 0x3C 0x00 0x00 0x00 0x00,0x0141,ACK
1.143829625000000,6080,DATA,0x090,0x8,0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00,0x12C7,ACK
1.143961875000000,6081,DATA,0x090,0x8,0x15 0x46 0xF6 0x33 0xF5 0x17 0x87 0xB3,0x0A17,ACK
1.144076000000000,6082,DATA,0x090,0x8,0x5F 0x14 0xC9 0xAF 0xD1 0x00 0x9E 0x01,0x7EFB,ACK
1.144194250000000,6083,DATA,0x090,0x8,0x71 0x04 0x34 0x00 0x34 0x00 0x25 0x00,0x023C,ACK
1.144320500000000,6084,DATA,0x090,0x8,0x00 0x00 0x00 0x00 0x00 0x00 0xF9 0x00,0x51B8,ACK
